pair,arm,turn,item,wording,reverse_scored,letter,raw_score,oriented_score,parsed,compliance,answer_text
4,asked,5,3,a,True,C,2,2,True,conforming,C
4,asked,5,3,b,True,C,2,2,True,conforming,C
4,asked,5,4,a,False,C,2,2,True,conforming,C
4,asked,5,4,b,False,C,2,2,True,conforming,C
4,asked,5,5,a,False,C,2,2,True,conforming,C
4,asked,5,5,b,False,E,4,4,True,conforming,E
4,asked,5,6,a,True,C,2,2,True,conforming,C
4,asked,5,6,b,True,E,4,0,True,conforming,E
4,asked,5,7,a,False,E,4,4,True,conforming,E
4,asked,5,7,b,False,E,4,4,True,conforming,E
4,asked,20,1,a,True,C,2,2,True,conforming,C
4,asked,20,1,b,True,E,4,0,True,conforming,E
4,asked,20,2,a,False,D,3,3,True,conforming,D
4,asked,20,2,b,False,C,2,2,True,conforming,C
4,asked,20,3,a,True,C,2,2,True,conforming,C
4,asked,20,3,b,True,C,2,2,True,conforming,C
4,asked,20,4,a,False,C,2,2,True,conforming,C
4,asked,20,4,b,False,E,4,4,True,conforming,E
4,asked,20,5,a,False,C,2,2,True,conforming,C
4,asked,20,5,b,False,E,4,4,True,conforming,E
4,asked,20,6,a,True,C,2,2,True,conforming,C
4,asked,20,6,b,True,E,4,0,True,conforming,E
4,asked,20,7,a,False,E,4,4,True,conforming,E
4,asked,20,7,b,False,E,4,4,True,conforming,E
4,asked,50,1,a,True,C,2,2,True,conforming,C
4,asked,50,1,b,True,C,2,2,True,conforming,C
4,asked,50,2,a,False,D,3,3,True,conforming,D
4,asked,50,2,b,False,C,2,2,True,conforming,C
4,asked,50,3,a,True,C,2,2,True,conforming,C
4,asked,50,3,b,True,C,2,2,True,conforming,C
4,asked,50,4,a,False,C,2,2,True,conforming,C
4,asked,50,4,b,False,C,2,2,True,conforming,C
4,asked,50,5,a,False,C,2,2,True,conforming,C
4,asked,50,5,b,False,E,4,4,True,conforming,E
4,asked,50,6,a,True,C,2,2,True,conforming,C
4,asked,50,6,b,True,E,4,0,True,conforming,E
4,asked,50,7,a,False,E,4,4,True,conforming,E
4,asked,50,7,b,False,E,4,4,True,conforming,E
4,asked_other,5,1,a,True,C,2,2,True,conforming,C
4,asked_other,5,1,b,True,C,2,2,True,conforming,C
4,asked_other,5,2,a,False,D,3,3,True,conforming,D
4,asked_other,5,2,b,False,C,2,2,True,conforming,C
4,asked_other,5,3,a,True,C,2,2,True,conforming,C
4,asked_other,5,3,b,True,C,2,2,True,conforming,C
4,asked_other,5,4,a,False,C,2,2,True,conforming,C
4,asked_other,5,4,b,False,E,4,4,True,conforming,E
4,asked_other,5,5,a,False,C,2,2,True,conforming,C
4,asked_other,5,5,b,False,E,4,4,True,conforming,E
4,asked_other,5,6,a,True,C,2,2,True,conforming,C
4,asked_other,5,6,b,True,E,4,0,True,conforming,E
4,asked_other,5,7,a,False,E,4,4,True,conforming,E
4,asked_other,5,7,b,False,E,4,4,True,conforming,E
4,asked_other,20,1,a,True,C,2,2,True,conforming,C
4,asked_other,20,1,b,True,E,4,0,True,conforming,E
4,asked_other,20,2,a,False,E,4,4,True,conforming,E
4,asked_other,20,2,b,False,A,0,0,True,conforming,A
4,asked_other,20,3,a,True,E,4,0,True,conforming,E
4,asked_other,20,3,b,True,C,2,2,True,conforming,C
4,asked_other,20,4,a,False,C,2,2,True,conforming,C
4,asked_other,20,4,b,False,E,4,4,True,conforming,E
4,asked_other,20,5,a,False,C,2,2,True,conforming,C
4,asked_other,20,5,b,False,E,4,4,True,conforming,E
4,asked_other,20,6,a,True,C,2,2,True,conforming,C
4,asked_other,20,6,b,True,E,4,0,True,conforming,E
4,asked_other,20,7,a,False,E,4,4,True,conforming,E
4,asked_other,20,7,b,False,E,4,4,True,conforming,E
4,asked_other,50,1,a,True,C,2,2,True,conforming,C
4,asked_other,50,1,b,True,C,2,2,True,conforming,C
4,asked_other,50,2,a,False,D,3,3,True,conforming,D
4,asked_other,50,2,b,False,C,2,2,True,conforming,C
4,asked_other,50,3,a,True,C,2,2,True,conforming,C
4,asked_other,50,3,b,True,E,4,0,True,conforming,E
4,asked_other,50,4,a,False,E,4,4,True,conforming,E
4,asked_other,50,4,b,False,C,2,2,True,conforming,C
4,asked_other,50,5,a,False,C,2,2,True,conforming,C
4,asked_other,50,5,b,False,E,4,4,True,conforming,E
4,asked_other,50,6,a,True,C,2,2,True,conforming,C
4,asked_other,50,6,b,True,E,4,0,True,conforming,E
4,asked_other,50,7,a,False,E,4,4,True,conforming,E
4,asked_other,50,7,b,False,E,4,4,True,conforming,E
4,task,5,1,a,True,C,2,2,True,conforming,C
4,task,5,1,b,True,C,2,2,True,conforming,C
4,task,5,2,a,False,E,4,4,True,conforming,E
4,task,5,2,b,False,E,4,4,True,conforming,E
4,task,5,3,a,True,C,2,2,True,conforming,C
4,task,5,3,b,True,C,2,2,True,conforming,C
4,task,5,4,a,False,C,2,2,True,conforming,C
4,task,5,4,b,False,C,2,2,True,conforming,C
4,task,5,5,a,False,C,2,2,True,conforming,C
4,task,5,5,b,False,C,2,2,True,conforming,C
4,task,5,6,a,True,C,2,2,True,conforming,C
4,task,5,6,b,True,E,4,0,True,conforming,E
4,task,5,7,a,False,E,4,4,True,conforming,E
4,task,5,7,b,False,E,4,4,True,conforming,E
4,task,20,1,a,True,C,2,2,True,conforming,C
4,task,20,1,b,True,E,4,0,True,conforming,E
4,task,20,2,a,False,E,4,4,True,conforming,E
4,task,20,2,b,False,A,0,0,True,conforming,A
4,task,20,3,a,True,C,2,2,True,conforming,C
4,task,20,3,b,True,A,0,4,True,conforming,A
4,task,20,4,a,False,E,4,4,True,conforming,E
4,task,20,4,b,False,E,4,4,True,conforming,E
4,task,20,5,a,False,E,4,4,True,conforming,E
4,task,20,5,b,False,E,4,4,True,conforming,E
4,task,20,6,a,True,E,4,0,True,conforming,E
4,task,20,6,b,True,E,4,0,True,conforming,E
4,task,20,7,a,False,E,4,4,True,conforming,E
4,task,20,7,b,False,E,4,4,True,conforming,E
4,task,50,1,a,True,C,2,2,True,conforming,C
4,task,50,1,b,True,E,4,0,True,conforming,E
4,task,50,2,a,False,D,3,3,True,conforming,D
4,task,50,2,b,False,A,0,0,True,conforming,A
4,task,50,3,a,True,C,2,2,True,conforming,C
4,task,50,3,b,True,C,2,2,True,conforming,C
4,task,50,4,a,False,E,4,4,True,conforming,E
4,task,50,4,b,False,E,4,4,True,conforming,E
4,task,50,5,a,False,E,4,4,True,conforming,E
4,task,50,5,b,False,E,4,4,True,conforming,E
4,task,50,6,a,True,E,4,0,True,conforming,E
4,task,50,6,b,True,E,4,0,True,conforming,E
4,task,50,7,a,False,E,4,4,True,conforming,E
4,task,50,7,b,False,E,4,4,True,conforming,E
5,asked,5,1,a,True,D,3,1,True,conforming,D
5,asked,5,1,b,True,E,4,0,True,conforming,E
5,asked,5,2,a,False,D,3,3,True,conforming,D
5,asked,5,2,b,False,C,2,2,True,conforming,C
5,asked,5,3,a,True,C,2,2,True,conforming,C
5,asked,5,3,b,True,C,2,2,True,conforming,C
5,asked,5,4,a,False,D,3,3,True,conforming,D
5,asked,5,4,b,False,D,3,3,True,conforming,D
5,asked,5,5,a,False,D,3,3,True,conforming,D
5,asked,5,5,b,False,D,3,3,True,conforming,D
5,asked,5,6,a,True,D,3,1,True,conforming,D
5,asked,5,6,b,True,D,3,1,True,conforming,D
5,asked,5,7,a,False,D,3,3,True,conforming,D
5,asked,5,7,b,False,E,4,4,True,conforming,E
5,asked,20,1,a,True,E,4,0,True,conforming,E
5,asked,20,1,b,True,D,3,1,True,conforming,D
5,asked,20,2,a,False,D,3,3,True,conforming,D
5,asked,20,2,b,False,C,2,2,True,conforming,C
5,asked,20,3,a,True,C,2,2,True,conforming,C
5,asked,20,3,b,True,C,2,2,True,conforming,C
5,asked,20,4,a,False,C,2,2,True,conforming,C
5,asked,20,4,b,False,E,4,4,True,conforming,E
5,asked,20,5,a,False,E,4,4,True,conforming,E
5,asked,20,5,b,False,E,4,4,True,conforming,E
5,asked,20,6,a,True,C,2,2,True,conforming,C
5,asked,20,6,b,True,E,4,0,True,conforming,E
5,asked,20,7,a,False,E,4,4,True,conforming,E
5,asked,20,7,b,False,E,4,4,True,conforming,E
5,asked,50,1,a,True,E,4,0,True,conforming,E
5,asked,50,1,b,True,D,3,1,True,conforming,D
5,asked,50,2,a,False,D,3,3,True,conforming,D
5,asked,50,2,b,False,C,2,2,True,conforming,C
5,asked,50,3,a,True,C,2,2,True,conforming,C
5,asked,50,3,b,True,A,0,4,True,conforming,A
5,asked,50,4,a,False,C,2,2,True,conforming,C
5,asked,50,4,b,False,C,2,2,True,conforming,C
5,asked,50,5,a,False,E,4,4,True,conforming,E
5,asked,50,5,b,False,E,4,4,True,conforming,E
5,asked,50,6,a,True,E,4,0,True,conforming,E
5,asked,50,6,b,True,E,4,0,True,conforming,E
5,asked,50,7,a,False,E,4,4,True,conforming,E
5,asked,50,7,b,False,E,4,4,True,conforming,E
5,asked_other,5,1,a,True,D,3,1,True,conforming,D
5,asked_other,5,1,b,True,E,4,0,True,conforming,E
5,asked_other,5,2,a,False,D,3,3,True,conforming,D
5,asked_other,5,2,b,False,C,2,2,True,conforming,C
5,asked_other,5,3,a,True,C,2,2,True,conforming,C
5,asked_other,5,3,b,True,A,0,4,True,conforming,A
5,asked_other,5,4,a,False,D,3,3,True,conforming,D
5,asked_other,5,4,b,False,D,3,3,True,conforming,D
5,asked_other,5,5,a,False,D,3,3,True,conforming,D
5,asked_other,5,5,b,False,D,3,3,True,conforming,D
5,asked_other,5,6,a,True,D,3,1,True,conforming,D
5,asked_other,5,6,b,True,D,3,1,True,conforming,D
5,asked_other,5,7,a,False,D,3,3,True,conforming,D
5,asked_other,5,7,b,False,E,4,4,True,conforming,E
5,asked_other,20,1,a,True,E,4,0,True,conforming,E
5,asked_other,20,1,b,True,D,3,1,True,conforming,D
5,asked_other,20,2,a,False,D,3,3,True,conforming,D
5,asked_other,20,2,b,False,C,2,2,True,conforming,C
5,asked_other,20,3,a,True,E,4,0,True,conforming,E
5,asked_other,20,3,b,True,C,2,2,True,conforming,C
5,asked_other,20,4,a,False,C,2,2,True,conforming,C
5,asked_other,20,4,b,False,D,3,3,True,conforming,D
5,asked_other,20,5,a,False,E,4,4,True,conforming,E
5,asked_other,20,5,b,False,E,4,4,True,conforming,E
5,asked_other,20,6,a,True,C,2,2,True,conforming,C
5,asked_other,20,6,b,True,E,4,0,True,conforming,E
5,asked_other,20,7,a,False,E,4,4,True,conforming,E
5,asked_other,20,7,b,False,E,4,4,True,conforming,E
5,asked_other,50,1,a,True,E,4,0,True,conforming,E
5,asked_other,50,1,b,True,D,3,1,True,conforming,D
5,asked_other,50,2,a,False,D,3,3,True,conforming,D
5,asked_other,50,2,b,False,C,2,2,True,conforming,C
5,asked_other,50,3,a,True,C,2,2,True,conforming,C
5,asked_other,50,3,b,True,A,0,4,True,conforming,A
5,asked_other,50,4,a,False,B,1,1,True,conforming,B
5,asked_other,50,4,b,False,D,3,3,True,conforming,D
5,asked_other,50,5,a,False,C,2,2,True,conforming,C
5,asked_other,50,5,b,False,E,4,4,True,conforming,E
5,asked_other,50,6,a,True,C,2,2,True,conforming,C
5,asked_other,50,6,b,True,E,4,0,True,conforming,E
5,asked_other,50,7,a,False,E,4,4,True,conforming,E
5,asked_other,50,7,b,False,E,4,4,True,conforming,E
5,task,5,1,a,True,C,2,2,True,conforming,C
5,task,5,1,b,True,E,4,0,True,conforming,E
5,task,5,2,a,False,D,3,3,True,conforming,D
5,task,5,2,b,False,C,2,2,True,conforming,C
5,task,5,3,a,True,C,2,2,True,conforming,C
5,task,5,3,b,True,C,2,2,True,conforming,C
5,task,5,4,a,False,D,3,3,True,conforming,D
5,task,5,4,b,False,D,3,3,True,conforming,D
5,task,5,5,a,False,E,4,4,True,conforming,E
5,task,5,5,b,False,E,4,4,True,conforming,E
5,task,5,6,a,True,E,4,0,True,conforming,E
5,task,5,6,b,True,E,4,0,True,conforming,E
5,task,5,7,a,False,E,4,4,True,conforming,E
5,task,5,7,b,False,E,4,4,True,conforming,E
5,task,20,1,a,True,C,2,2,True,conforming,C
5,task,20,1,b,True,E,4,0,True,conforming,E
5,task,20,2,a,False,D,3,3,True,conforming,D
5,task,20,2,b,False,A,0,0,True,conforming,A
5,task,20,3,a,True,C,2,2,True,conforming,C
5,task,20,3,b,True,A,0,4,True,conforming,A
5,task,20,4,a,False,A,0,0,True,conforming,A
5,task,20,4,b,False,E,4,4,True,conforming,E
5,task,20,5,a,False,E,4,4,True,conforming,E
5,task,20,5,b,False,E,4,4,True,conforming,E
5,task,20,6,a,True,E,4,0,True,conforming,E
5,task,20,6,b,True,E,4,0,True,conforming,E
5,task,20,7,a,False,E,4,4,True,conforming,E
5,task,20,7,b,False,E,4,4,True,conforming,E
5,task,50,1,a,True,C,2,2,True,conforming,C
5,task,50,1,b,True,D,3,1,True,conforming,D
5,task,50,2,a,False,D,3,3,True,conforming,D
5,task,50,2,b,False,C,2,2,True,conforming,C
5,task,50,3,a,True,C,2,2,True,conforming,C
5,task,50,3,b,True,A,0,4,True,conforming,A
5,task,50,4,a,False,D,3,3,True,conforming,D
5,task,50,4,b,False,E,4,4,True,conforming,E
5,task,50,5,a,False,E,4,4,True,conforming,E
5,task,50,5,b,False,E,4,4,True,conforming,E
5,task,50,6,a,True,E,4,0,True,conforming,E
5,task,50,6,b,True,E,4,0,True,conforming,E
5,task,50,7,a,False,E,4,4,True,conforming,E
5,task,50,7,b,False,E,4,4,True,conforming,E
6,asked,5,1,a,True,C,2,2,True,conforming,C
6,asked,5,1,b,True,C,2,2,True,conforming,C
6,asked,5,2,a,False,D,3,3,True,conforming,D
6,asked,5,2,b,False,C,2,2,True,conforming,C
6,asked,5,3,a,True,E,4,0,True,conforming,E
6,asked,5,3,b,True,C,2,2,True,conforming,C
6,asked,5,4,a,False,C,2,2,True,conforming,C
6,asked,5,4,b,False,E,4,4,True,conforming,E
6,asked,5,5,a,False,C,2,2,True,conforming,C
6,asked,5,5,b,False,E,4,4,True,conforming,E
6,asked,5,6,a,True,C,2,2,True,conforming,C
6,asked,5,6,b,True,E,4,0,True,conforming,E
6,asked,5,7,a,False,E,4,4,True,conforming,E
6,asked,5,7,b,False,E,4,4,True,conforming,E
6,asked,20,1,a,True,C,2,2,True,conforming,C
6,asked,20,1,b,True,C,2,2,True,conforming,C
6,asked,20,2,a,False,E,4,4,True,conforming,E
6,asked,20,2,b,False,C,2,2,True,conforming,C
6,asked,20,3,a,True,C,2,2,True,conforming,C
6,asked,20,3,b,True,C,2,2,True,conforming,C
6,asked,20,4,a,False,C,2,2,True,conforming,C
6,asked,20,4,b,False,E,4,4,True,conforming,E
6,asked,20,5,a,False,C,2,2,True,conforming,C
6,asked,20,5,b,False,E,4,4,True,conforming,E
6,asked,20,6,a,True,C,2,2,True,conforming,C
6,asked,20,6,b,True,E,4,0,True,conforming,E
6,asked,20,7,a,False,E,4,4,True,conforming,E
6,asked,20,7,b,False,E,4,4,True,conforming,E
6,asked,50,1,a,True,C,2,2,True,conforming,C
6,asked,50,1,b,True,E,4,0,True,conforming,E
6,asked,50,2,a,False,D,3,3,True,conforming,D
6,asked,50,2,b,False,C,2,2,True,conforming,C
6,asked,50,3,a,True,C,2,2,True,conforming,C
6,asked,50,3,b,True,C,2,2,True,conforming,C
6,asked,50,4,a,False,E,4,4,True,conforming,E
6,asked,50,4,b,False,C,2,2,True,conforming,C
6,asked,50,5,a,False,C,2,2,True,conforming,C
6,asked,50,5,b,False,E,4,4,True,conforming,E
6,asked,50,6,a,True,C,2,2,True,conforming,C
6,asked,50,6,b,True,E,4,0,True,conforming,E
6,asked,50,7,a,False,E,4,4,True,conforming,E
6,asked,50,7,b,False,E,4,4,True,conforming,E
6,asked_other,5,1,a,True,C,2,2,True,conforming,C
6,asked_other,5,1,b,True,E,4,0,True,conforming,E
6,asked_other,5,2,a,False,D,3,3,True,conforming,D
6,asked_other,5,2,b,False,C,2,2,True,conforming,C
6,asked_other,5,3,a,True,E,4,0,True,conforming,E
6,asked_other,5,3,b,True,A,0,4,True,conforming,A
6,asked_other,5,4,a,False,C,2,2,True,conforming,C
6,asked_other,5,4,b,False,D,3,3,True,conforming,D
6,asked_other,5,5,a,False,C,2,2,True,conforming,C
6,asked_other,5,5,b,False,E,4,4,True,conforming,E
6,asked_other,5,6,a,True,C,2,2,True,conforming,C
6,asked_other,5,6,b,True,E,4,0,True,conforming,E
6,asked_other,5,7,a,False,E,4,4,True,conforming,E
6,asked_other,5,7,b,False,E,4,4,True,conforming,E
6,asked_other,20,1,a,True,C,2,2,True,conforming,C
6,asked_other,20,1,b,True,E,4,0,True,conforming,E
6,asked_other,20,2,a,False,D,3,3,True,conforming,D
6,asked_other,20,2,b,False,C,2,2,True,conforming,C
6,asked_other,20,3,a,True,E,4,0,True,conforming,E
6,asked_other,20,3,b,True,A,0,4,True,conforming,A
6,asked_other,20,4,a,False,C,2,2,True,conforming,C
6,asked_other,20,4,b,False,E,4,4,True,conforming,E
6,asked_other,20,5,a,False,C,2,2,True,conforming,C
6,asked_other,20,5,b,False,E,4,4,True,conforming,E
6,asked_other,20,6,a,True,C,2,2,True,conforming,C
6,asked_other,20,6,b,True,E,4,0,True,conforming,E
6,asked_other,20,7,a,False,E,4,4,True,conforming,E
6,asked_other,20,7,b,False,E,4,4,True,conforming,E
6,asked_other,50,1,a,True,C,2,2,True,conforming,C
6,asked_other,50,1,b,True,E,4,0,True,conforming,E
6,asked_other,50,2,a,False,D,3,3,True,conforming,D
6,asked_other,50,2,b,False,C,2,2,True,conforming,C
6,asked_other,50,3,a,True,C,2,2,True,conforming,C
6,asked_other,50,3,b,True,C,2,2,True,conforming,C
6,asked_other,50,4,a,False,C,2,2,True,conforming,C
6,asked_other,50,4,b,False,C,2,2,True,conforming,C
6,asked_other,50,5,a,False,C,2,2,True,conforming,C
6,asked_other,50,5,b,False,E,4,4,True,conforming,E
6,asked_other,50,6,a,True,C,2,2,True,conforming,C
6,asked_other,50,6,b,True,E,4,0,True,conforming,E
6,asked_other,50,7,a,False,E,4,4,True,conforming,E
6,asked_other,50,7,b,False,E,4,4,True,conforming,E
6,task,5,1,a,True,C,2,2,True,conforming,C
6,task,5,1,b,True,C,2,2,True,conforming,C
6,task,5,2,a,False,D,3,3,True,conforming,D
6,task,5,2,b,False,C,2,2,True,conforming,C
6,task,5,3,a,True,C,2,2,True,conforming,C
6,task,5,3,b,True,C,2,2,True,conforming,C
6,task,5,4,a,False,C,2,2,True,conforming,C
6,task,5,4,b,False,E,4,4,True,conforming,E
6,task,5,5,a,False,C,2,2,True,conforming,C
6,task,5,5,b,False,E,4,4,True,conforming,E
6,task,5,6,a,True,E,4,0,True,conforming,E
6,task,5,6,b,True,E,4,0,True,conforming,E
6,task,5,7,a,False,E,4,4,True,conforming,E
6,task,5,7,b,False,E,4,4,True,conforming,E
6,task,20,1,a,True,C,2,2,True,conforming,C
6,task,20,1,b,True,E,4,0,True,conforming,E
6,task,20,2,a,False,E,4,4,True,conforming,E
6,task,20,2,b,False,A,0,0,True,conforming,A
6,task,20,3,a,True,C,2,2,True,conforming,C
6,task,20,3,b,True,A,0,4,True,conforming,A
6,task,20,4,a,False,A,0,0,True,conforming,A
6,task,20,4,b,False,E,4,4,True,conforming,E
6,task,20,5,a,False,E,4,4,True,conforming,E
6,task,20,5,b,False,E,4,4,True,conforming,E
6,task,20,6,a,True,C,2,2,True,conforming,C
6,task,20,6,b,True,E,4,0,True,conforming,E
6,task,20,7,a,False,E,4,4,True,conforming,E
6,task,20,7,b,False,E,4,4,True,conforming,E
6,task,50,1,a,True,C,2,2,True,conforming,C
6,task,50,1,b,True,E,4,0,True,conforming,E
6,task,50,2,a,False,D,3,3,True,conforming,D
6,task,50,2,b,False,C,2,2,True,conforming,C
6,task,50,3,a,True,C,2,2,True,conforming,C
6,task,50,3,b,True,C,2,2,True,conforming,C
6,task,50,4,a,False,E,4,4,True,conforming,E
6,task,50,4,b,False,E,4,4,True,conforming,E
6,task,50,5,a,False,C,2,2,True,conforming,C
6,task,50,5,b,False,E,4,4,True,conforming,E
6,task,50,6,a,True,C,2,2,True,conforming,C
6,task,50,6,b,True,E,4,0,True,conforming,E
6,task,50,7,a,False,E,4,4,True,conforming,E
6,task,50,7,b,False,E,4,4,True,conforming,E
7,asked,5,1,a,True,D,3,1,True,conforming,D
7,asked,5,1,b,True,D,3,1,True,conforming,D
7,asked,5,2,a,False,D,3,3,True,conforming,D
7,asked,5,2,b,False,C,2,2,True,conforming,C
7,asked,5,3,a,True,C,2,2,True,conforming,C
7,asked,5,3,b,True,C,2,2,True,conforming,C
7,asked,5,4,a,False,C,2,2,True,conforming,C
7,asked,5,4,b,False,D,3,3,True,conforming,D
7,asked,5,5,a,False,E,4,4,True,conforming,E
7,asked,5,5,b,False,E,4,4,True,conforming,E
7,asked,5,6,a,True,C,2,2,True,conforming,C
7,asked,5,6,b,True,D,3,1,True,conforming,D
7,asked,5,7,a,False,E,4,4,True,conforming,E
7,asked,5,7,b,False,E,4,4,True,conforming,E
7,asked,20,1,a,True,C,2,2,True,conforming,C
7,asked,20,1,b,True,D,3,1,True,conforming,D
7,asked,20,2,a,False,D,3,3,True,conforming,D
7,asked,20,2,b,False,C,2,2,True,conforming,C
7,asked,20,3,a,True,C,2,2,True,conforming,C
7,asked,20,3,b,True,C,2,2,True,conforming,C
7,asked,20,4,a,False,C,2,2,True,conforming,C
7,asked,20,4,b,False,E,4,4,True,conforming,E
7,asked,20,5,a,False,E,4,4,True,conforming,E
7,asked,20,5,b,False,E,4,4,True,conforming,E
7,asked,20,6,a,True,E,4,0,True,conforming,E
7,asked,20,6,b,True,E,4,0,True,conforming,E
7,asked,20,7,a,False,E,4,4,True,conforming,E
7,asked,20,7,b,False,E,4,4,True,conforming,E
7,asked,50,1,a,True,E,4,0,True,conforming,E
7,asked,50,1,b,True,D,3,1,True,conforming,D
7,asked,50,2,a,False,D,3,3,True,conforming,D
7,asked,50,2,b,False,C,2,2,True,conforming,C
7,asked,50,3,a,True,C,2,2,True,conforming,C
7,asked,50,3,b,True,A,0,4,True,conforming,A
7,asked,50,4,a,False,C,2,2,True,conforming,C
7,asked,50,4,b,False,C,2,2,True,conforming,C
7,asked,50,5,a,False,C,2,2,True,conforming,C
7,asked,50,5,b,False,E,4,4,True,conforming,E
7,asked,50,6,a,True,E,4,0,True,conforming,E
7,asked,50,6,b,True,E,4,0,True,conforming,E
7,asked,50,7,a,False,E,4,4,True,conforming,E
7,asked,50,7,b,False,E,4,4,True,conforming,E
7,asked_other,5,1,a,True,D,3,1,True,conforming,D
7,asked_other,5,1,b,True,D,3,1,True,conforming,D
7,asked_other,5,2,a,False,D,3,3,True,conforming,D
7,asked_other,5,2,b,False,C,2,2,True,conforming,C
7,asked_other,5,3,a,True,C,2,2,True,conforming,C
7,asked_other,5,3,b,True,C,2,2,True,conforming,C
7,asked_other,5,4,a,False,C,2,2,True,conforming,C
7,asked_other,5,4,b,False,D,3,3,True,conforming,D
7,asked_other,5,5,a,False,E,4,4,True,conforming,E
7,asked_other,5,5,b,False,D,3,3,True,conforming,D
7,asked_other,5,6,a,True,D,3,1,True,conforming,D
7,asked_other,5,6,b,True,D,3,1,True,conforming,D
7,asked_other,5,7,a,False,D,3,3,True,conforming,D
7,asked_other,5,7,b,False,E,4,4,True,conforming,E
7,asked_other,20,1,a,True,E,4,0,True,conforming,E
7,asked_other,20,1,b,True,E,4,0,True,conforming,E
7,asked_other,20,2,a,False,D,3,3,True,conforming,D
7,asked_other,20,2,b,False,C,2,2,True,conforming,C
7,asked_other,20,3,a,True,C,2,2,True,conforming,C
7,asked_other,20,3,b,True,A,0,4,True,conforming,A
7,asked_other,20,4,a,False,C,2,2,True,conforming,C
7,asked_other,20,4,b,False,D,3,3,True,conforming,D
7,asked_other,20,5,a,False,E,4,4,True,conforming,E
7,asked_other,20,5,b,False,E,4,4,True,conforming,E
7,asked_other,20,6,a,True,E,4,0,True,conforming,E
7,asked_other,20,6,b,True,E,4,0,True,conforming,E
7,asked_other,20,7,a,False,E,4,4,True,conforming,E
7,asked_other,20,7,b,False,E,4,4,True,conforming,E
7,asked_other,50,1,a,True,E,4,0,True,conforming,E
7,asked_other,50,1,b,True,D,3,1,True,conforming,D
7,asked_other,50,2,a,False,D,3,3,True,conforming,D
7,asked_other,50,2,b,False,C,2,2,True,conforming,C
7,asked_other,50,3,a,True,C,2,2,True,conforming,C
7,asked_other,50,3,b,True,A,0,4,True,conforming,A
7,asked_other,50,4,a,False,C,2,2,True,conforming,C
7,asked_other,50,4,b,False,C,2,2,True,conforming,C
7,asked_other,50,5,a,False,C,2,2,True,conforming,C
7,asked_other,50,5,b,False,E,4,4,True,conforming,E
7,asked_other,50,6,a,True,D,3,1,True,conforming,D
7,asked_other,50,6,b,True,E,4,0,True,conforming,E
7,asked_other,50,7,a,False,E,4,4,True,conforming,E
7,asked_other,50,7,b,False,E,4,4,True,conforming,E
7,task,5,1,a,True,C,2,2,True,conforming,C
7,task,5,1,b,True,E,4,0,True,conforming,E
7,task,5,2,a,False,E,4,4,True,conforming,E
7,task,5,2,b,False,A,0,0,True,conforming,A
7,task,5,3,a,True,C,2,2,True,conforming,C
7,task,5,3,b,True,A,0,4,True,conforming,A
7,task,5,4,a,False,A,0,0,True,conforming,A
7,task,5,4,b,False,C,2,2,True,conforming,C
7,task,5,5,a,False,E,4,4,True,conforming,E
7,task,5,5,b,False,E,4,4,True,conforming,E
7,task,5,6,a,True,C,2,2,True,conforming,C
7,task,5,6,b,True,E,4,0,True,conforming,E
7,task,5,7,a,False,E,4,4,True,conforming,E
7,task,5,7,b,False,E,4,4,True,conforming,E
7,task,20,1,a,True,C,2,2,True,conforming,C
7,task,20,1,b,True,E,4,0,True,conforming,E
7,task,20,2,a,False,E,4,4,True,conforming,E
7,task,20,2,b,False,A,0,0,True,conforming,A
7,task,20,3,a,True,A,0,4,True,conforming,A
7,task,20,3,b,True,A,0,4,True,conforming,A
7,task,20,4,a,False,A,0,0,True,conforming,A
7,task,20,4,b,False,E,4,4,True,conforming,E
7,task,20,5,a,False,E,4,4,True,conforming,E
7,task,20,5,b,False,E,4,4,True,conforming,E
7,task,20,6,a,True,E,4,0,True,conforming,E
7,task,20,6,b,True,E,4,0,True,conforming,E
7,task,20,7,a,False,E,4,4,True,conforming,E
7,task,20,7,b,False,E,4,4,True,conforming,E
7,task,50,1,a,True,C,2,2,True,conforming,C
7,task,50,1,b,True,D,3,1,True,conforming,D
7,task,50,2,a,False,D,3,3,True,conforming,D
7,task,50,2,b,False,C,2,2,True,conforming,C
7,task,50,3,a,True,C,2,2,True,conforming,C
7,task,50,3,b,True,C,2,2,True,conforming,C
7,task,50,4,a,False,E,4,4,True,conforming,E
7,task,50,4,b,False,E,4,4,True,conforming,E
7,task,50,5,a,False,E,4,4,True,conforming,E
7,task,50,5,b,False,E,4,4,True,conforming,E
7,task,50,6,a,True,E,4,0,True,conforming,E
7,task,50,6,b,True,E,4,0,True,conforming,E
7,task,50,7,a,False,E,4,4,True,conforming,E
7,task,50,7,b,False,E,4,4,True,conforming,E
8,asked,5,1,a,True,D,3,1,True,conforming,D
8,asked,5,1,b,True,E,4,0,True,conforming,E
8,asked,5,2,a,False,D,3,3,True,conforming,D
8,asked,5,2,b,False,C,2,2,True,conforming,C
8,asked,5,3,a,True,E,4,0,True,conforming,E
8,asked,5,3,b,True,A,0,4,True,conforming,A
8,asked,5,4,a,False,D,3,3,True,conforming,D
8,asked,5,4,b,False,D,3,3,True,conforming,D
8,asked,5,5,a,False,E,4,4,True,conforming,E
8,asked,5,5,b,False,E,4,4,True,conforming,E
